nodo_id,tipo,etiqueta,grado,fuerza,intermediacion,cercania,articulacion,aumento_componentes,canales
video:CDg6kLRfiqQ,video,Acciones relevantes en el #Resumen24Horas,0,0,0.0,0.0,False,0,
video:CJQ46Hr4HcU,video,Municipalidad de Guatemala  19/12/2025,0,0,0.0,0.0,False,0,
video:D3fRGjqHeHI,video,"Spot Rendición de Cuentas, segundo cuatrimestre 2023 - 1",0,0,0.0,0.0,False,0,
video:D4CEpAfkkPI,video,Policías arremeten contra agente de PMT en zona 10,0,0,0.0,0.0,False,0,
video:DBvMeKT4gzo,video,La Familia MÁS RICA de GUATEMALA… Ni la Guerra les Quitó el Trono y Hoy son DUEÑOS de tu CERVEZA,0,0,0.0,0.0,False,0,
video:DC1_qrLUvHI,video,Municipalidad de Guatemala 26/08/2026,0,0,0.0,0.0,False,0,
video:DMAKF8n0XJs,video,Guatemala TV • ID (2024-2026),0,0,0.0,0.0,False,0,
video:DX5eT-hVU8Q,video,250 años Ciudad de Guatemala,0,0,0.0,0.0,False,0,
video:DkxSkQipYwo,video,PRESIDENTE BERNARDO ARÉVALO PARTICIPA EN EL ACTO CONMEMORATIVO DEL DÍA DEL EJÉRCITO,0,0,0.0,0.0,False,0,
video:EGfy1BxGLIk,video,Colabore con las medidas de la PMT,0,0,0.0,0.0,False,0,
video:ELhvo8YnYnI,video,Insivumeh prevé lluvias fuertes por dos ondas del este,0,0,0.0,0.0,False,0,
video:EQDcEgFpXCk,video,Guatemala: Gobierno refuerza lucha contra las pandillas en medio de crisis de seguridad,0,0,0.0,0.0,False,0,
video:EZfm-05qtWo,video,Municipalidad de Guatemala prepara plan de actividades en Semana Santa 2023,0,0,0.0,0.0,False,0,
video:F72Rdq5crG4,video,Cambios en el Ministerio de Comunicaciones: Salen Lizzette Benítez y Adrián Zapata Alamilla,0,0,0.0,0.0,False,0,
video:FEc1BCuBiDg,video,¡Estamos con ustedes!,0,0,0.0,0.0,False,0,
video:FQP4JTo9ShA,video,Rafael Carrera y el nacimiento de Guatemala,0,0,0.0,0.0,False,0,
video:FU5zLTb4inc,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:Fapc1-8m5Zc,video,Municipalidad de Guatemala 21/11/2025,0,0,0.0,0.0,False,0,
video:Fb2Ccfq5S9w,video,Reo y su esposa fueron asesinados dentro del Preventivo de zona 18,0,0,0.0,0.0,False,0,
video:FuTz67jS7m0,video,124 nuevos brigadas refuerzan la seguridad vial en Guatemala,0,0,0.0,0.0,False,0,
video:G2u4Rbq7zU4,video,Arévalo anuncia nueva cárcel de máxima seguridad en Guatemala,0,0,0.0,0.0,False,0,
video:GgU7qhmf020,video,Sueños GT: educación para la niñez de vendedores ambulantes en Antigua | Super - Episodio 1,0,0,0.0,0.0,False,0,
video:GjGMSFSE1gY,video,"“Gracias a dios, no hay reelección” 🤡",0,0,0.0,0.0,False,0,
video:HMJXf1VdM5E,video,Lluvia inusual de Martes Santo provoca inundaciones en zona 1 de Villa Nueva,0,0,0.0,0.0,False,0,
video:H_TGv_cMwww,video,PMT: La fuerza laboral reguladora del tránsito más grande,0,0,0.0,0.0,False,0,
video:I277M6i4jnY,video,Gestión del Riesgo de Desastres desde las comunidades.,0,0,0.0,0.0,False,0,
video:IZLflL4Hgco,video,El ciudadano Toriello da un paso al frente,0,0,0.0,0.0,False,0,
video:IcF9rRdAtp8,video,Ministro de Comunicaciones Alejandro Sinibaldi realiza supervisión en la Ruta CA-1 Occidente,0,0,0.0,0.0,False,0,
video:J6ctng-yAnI,video,CIV PROVIAL GRADUACIÓN XV PROMOCIÓN BRIGADAS 140619,0,0,0.0,0.0,False,0,
video:JErfmk-TlRg,video,Rendición de Cuentas - Primer Cuatrimestre 2023,0,0,0.0,0.0,False,0,
video:J_HBzJUTOus,video,Presentan estrategia nacional para prevenir violencia durante recorridos de antorchas,0,0,0.0,0.0,False,0,
video:JdxHJkQjM50,video,🚡 ¿Cómo va avanzando #AeroMetroGT?,0,0,0.0,0.0,False,0,
video:JgmCtBQWNL8,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,False,0,
video:Jr1hJ92H_Nc,video,"#SinMáscaras | GUERRA SUCIA PERO SUCIA EN SERIO LLEGA A TV AZTECA CON AMPARO, CAMIN Y CASTAÑEDA",0,0,0.0,0.0,False,0,
video:K1IA6oTGws8,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:K2qWcueeMOc,video,#EnvivoDCA | Conferencia de prensa de Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:K50uijsHnAM,video,Informe desde Ciudad de Guatemala: crisis de seguridad tras ataques contra la Policía,0,0,0.0,0.0,False,0,
video:KIO6wIJXYY0,video,"Se tiene que cambiar el sistema electoral en Guatemala, asegura exfiscal",0,0,0.0,0.0,False,0,
video:KWCyMd4dxkY,video,Recorrido de los 21K BAM de la Municipalidad de Guatemala,0,0,0.0,0.0,False,0,
video:KkNQhX_kg8A,video,🇬🇹HISTORIA de GUATEMALA en 17 minutos🇬🇹 - El Mapa de Sebas,0,0,0.0,0.0,False,0,
video:LRzZy8xBrjA,video,Conferencia de prensa ante el incremento de los combustibles.,0,0,0.0,0.0,False,0,
video:LeN6wpNIB-4,video,GUATEMALA RECIBE 135 NICARAGUENESES LIBERADOS POR ORTEGA,0,0,0.0,0.0,False,0,
video:LqY_vAsa4PY,video,“Guatemala: Una historia escrita con corrupción”,0,0,0.0,0.0,False,0,
video:MMECHN8SFNw,video,"Noticiero en Directo 1 pm, 27 de Agosto de 2026",0,0,0.0,0.0,False,0,
video:MRJ9mKnXR9M,video,Labor de la PMT es honesta aseguran vecinos,0,0,0.0,0.0,False,0,
video:MdIa2Dtj77I,video,"Consejos para tu viaje a Guatemala: hospedaje, telefonía, transporte y más!   ✈️ 🇬🇹",0,0,0.0,0.0,False,0,
video:Mh94uXZvCLo,video,DE LOS BOTS AL RECHAZO: CERIMEDO Y LA “GUERRILLA DE LAS REDES” | CAPÍTULO 3 DE 8,0,0,0.0,0.0,False,0,
video:Mme4XikKnlc,video,Municipalidad anuncia 111 nuevos autobuses y 17 rutas para mejorar el transporte en la capital,0,0,0.0,0.0,False,0,
video:N1QkRu38BFE,video,¡YA CAYÓ ALITO MORENO! ALERTA LO DESTITUYEN DIPUTADOS VOTAN PARA SACARLO DEL SENADO! CLAUDIA INFORMA,0,0,0.0,0.0,False,0,
video:NCvoO61aIfw,video,Ya casi! Así avanza el Aerómetro que cambiará el transporte en Guatemala,0,0,0.0,0.0,False,0,
video:NcIcixCdQH4,video,PNC garantiza seguridad a turistas que visitan el colcán de Agua,0,0,0.0,0.0,False,0,
video:Nc_Iy0MriYw,video,🛑🛑Actualización PROVIAL🛑🛑,0,0,0.0,0.0,False,0,
video:NnKpTEfhWjI,video,✅ ASÍ es una EXHIBICION DE BUSES EN GUATEMALA,0,0,0.0,0.0,False,0,
video:O6gI0ooBM3E,video,¿Cómo es el tráfico en Guatemala? 56 días perdidos cada año y una emergencia nacional,0,0,0.0,0.0,False,0,
video:OXf_VvvyIDw,video,Municipalidad de Guatemala 31/08/2026,0,0,0.0,0.0,False,0,
video:OgOICSTSa7k,video,¡DÉJAME VIVIR! GUATEMALA INTENSIFICA LA LUCHA CONTRA LA CACERÍA ILEGAL DE FAUNA SILVESTRE,0,0,0.0,0.0,False,0,
video:On7jqOm1bpg,video,🌟Seguimos avanzando🌱,0,0,0.0,0.0,False,0,
video:Oy6sKBhduu4,video,"Realizan Reunión Ordinaria de #CODEDE, 25 de febrero 2025.",0,0,0.0,0.0,False,0,
video:Oztw_Hta52I,video,TRAFICO EN GUATEMALA,0,0,0.0,0.0,False,0,
video:PMaSDoG0H1U,video,¿Adiós al tráfico? Así es la nueva carretera Radial 6 para Guatemala,0,0,0.0,0.0,False,0,
video:Pg1qw0KJI4E,video,"Surgen detalles de la masacre en Boca del Monte: madre de un bombero e influencer, entre víctimas",0,0,0.0,0.0,False,0,
video:Q-MNTYsZgk4,video,¿Qué ha pasado con la contaminación del aire?,0,0,0.0,0.0,False,0,
video:Q7j1OUxkn9w,video,Dañan puerta del área de parqueo del Congreso,0,0,0.0,0.0,False,0,
video:Q7nhEeibBK4,video,Desfile navideño 2024  -   @MunicipalidaddeGuatemala-1551,0,0,0.0,0.0,False,0,
video:QUG4etpjgos,video,Guatemala Habla sobre la seguridad en el país,0,0,0.0,0.0,False,0,
video:Qc_oHqe4Cjc,video,QUÉ GUARDAS EN LA CINTURA?  🔫🥕🥓🐷🤔@lilyvlogs6899 @ElJuanete1987 @Soychap1n @SimplementeFlori,0,0,0.0,0.0,False,0,
video:R-fRv_WoZOE,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,False,0,
video:RIpKKQh26cg,video,Ejército de Guatemala descubre túnel para fuga masiva en penal de Pavón,0,0,0.0,0.0,False,0,
video:RjG-y7Y2-k4,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:Rk-3ks9mh3o,video,CIV ✔️ garantiza transparencia 🔍 y rendición de cuentas📝,0,0,0.0,0.0,False,0,
video:ShYWqmOpjFk,video,Ministro de Comunicaciones reitera sobre avances en ruta Palín-Escuintla,0,0,0.0,0.0,False,0,
video:SryjaiL2B4Q,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:THY2YBne3QE,video,"Los ALUCINANTES autobuses de Guatemala | ""Burras""",0,0,0.0,0.0,False,0,
video:TSID63-IC3Y,video,Operativo Relámpago de -PROVIAL - DGT - DIACO -  en 41 Calle Zona 8 de la ciudad Capital.,0,0,0.0,0.0,False,0,
video:TTijnAoFnzY,video,Conred reprograma simulacro nacional para el 24 de febrero,0,0,0.0,0.0,False,0,
video:TXlMv6bt25w,video,"Más de 42 mil afectados por lluvias en Guatemala; Conred reporta 1,046 emergencias",0,0,0.0,0.0,False,0,
video:TnZGNY1RsJE,video,Festival navideño 2025 @MunicipalidaddeGuatemala-1551,0,0,0.0,0.0,False,0,
video:UDFS8gl80h8,video,#AprendeConCONRED qué es el Sistema CONRED y quienes lo conforman.,0,0,0.0,0.0,False,0,
video:UTf26hS1UJ8,video,🚦💙 PROVIAL: Proteger y Servir,0,0,0.0,0.0,False,0,
video:UcvHq8j-J38,video,"Ministerio de Comunicaciones, Infraestructura y Vivienda y los Consejos de Desarrollo",0,0,0.0,0.0,False,0,
video:UzeOcBM9cuU,video,Conred Podcast Episodio 04: Amenaza sísmica y volcánica en Guatemala,0,0,0.0,0.0,False,0,
video:VfBrLONPnFM,video,ME quité el MIEDO de viajar en los buses de GUATEMALA 🔥,0,0,0.0,0.0,False,0,
video:VgcpKa1h_2Q,video,CONQUISTA LA CIUDAD / 21K BAM de la Municipalidad de Guatemala,0,0,0.0,0.0,False,0,
video:VuIl4tjeKGQ,video,La ciudad sigue modernizándose para ti y tu familia.,0,0,0.0,0.0,False,0,
video:W415t12o3DA,video,Mujer con crisis nerviosa tras intento de asalto,0,0,0.0,0.0,False,0,
video:WQcgx8rs0Qo,video,"PMT SE BURL4 DE UN MOTORISTA D1SC4PACIT4D0, DISCULPESE POR FAVOR VILLA NUEVA, GUATEMALA.",0,0,0.0,0.0,False,0,
video:WXA2Apo79jA,video,Resumen de atención a Emergencias CIV,0,0,0.0,0.0,False,0,
video:WXgGL9rZUHo,video,#EnvivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:XLkVzqqL34Q,video,Nueva Mega Autopista Xochi en Guatemala 🇬🇹 ¿Vale la pena? (Te ahorra hasta 3 horas),0,0,0.0,0.0,False,0,
video:XVZM15KVXjM,video,Conoce sobre la actualización de la Norma para la Reducción de Desastres número 2 (NRD2).,0,0,0.0,0.0,False,0,
video:XktDG8dmcd0,video,Torrenciales lluvias dejan decenas de muertos y miles de evacuados,0,0,0.0,0.0,False,0,
video:YJohmVLc9QA,video,How to Get Around Guatemala: Complete Transportation Guide (2026),0,0,0.0,0.0,False,0,
video:YLFXK2c60Xc,video,Por estas razones el 65% de las denuncias por violación en Guatemala nunca llega a un tribunal,0,0,0.0,0.0,False,0,
video:YSsECnqTVik,video,Suscriben convenios para transferencia de fondos a CAIMUS y entidades especializadas,0,0,0.0,0.0,False,0,
video:ZHJoIah2Owo,video,Conoce como funciona el Sistema Conred  #laprevenciónestareadetodos,0,0,0.0,0.0,False,0,
video:ZNwStkzWgso,video,Elección judicial en Guatemala: Astrid Lemus y Luis Bermejo electos para corte de constitucionalidad,0,0,0.0,0.0,False,0,
video:ZPBiWdHXg20,video,Piloto de tráiler accidentado en ruta al Atlántico era un menor y murió en el lugar,0,0,0.0,0.0,False,0,
video:ZS74P3DnykA,video,"Policía Nacional Civil gradúa 3,978 nuevos agentes",0,0,0.0,0.0,False,0,
video:Z_pWnOi7oRw,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:ZhrDgVZkhg4,video,FORMACION BRIGADA DE PROVIAL,0,0,0.0,0.0,False,0,
video:_1VIxOLyaUQ,video,Sonido de trafico y ciudad 💤 ruido de calle para dormir bebés y relajarse,0,0,0.0,0.0,False,0,
video:_3kK0or6QI0,video,PROVIAL guatemala,0,0,0.0,0.0,False,0,
video:_Lcbi4NCHRA,video,Tercer Informe General de la República,0,0,0.0,0.0,False,0,
video:_NSq2q0mzCY,video,42K y 21K MuniGuate 🏃🏻🏃🏻‍♀️,0,0,0.0,0.0,False,0,
video:_cUZT7LMKE0,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGt,0,0,0.0,0.0,False,0,
video:a2zgl-1KZwY,video,#CadenaNacional | Mensaje del Presidente Bernardo Arévalo a la nación,0,0,0.0,0.0,False,0,
video:a3QGSpNx9Mg,video,Guatemala ya no aguanta el tráfico… ¿Funcionará el Aerómetro?,0,0,0.0,0.0,False,0,
video:a6QFfhpY53g,video,Provial Informa,0,0,0.0,0.0,False,0,
video:aRKgOSxgsF0,video,@GobiernodeGuatemala,0,0,0.0,0.0,False,0,
video:aSbvMYJhmCc,video,Policía Nacional Civil,0,0,0.0,0.0,False,0,
video:a_kAe9IhBbo,video,Tráiler impacta pasarela en Aguilar Batres y provoca cierre parcial hacia la capital,0,0,0.0,0.0,False,0,
video:ahicr7fQREY,video,Conred Podcast Episodio 9: Servidores Cívicos construyendo una cultura de prevención,0,0,0.0,0.0,False,0,
video:almmnboHkwM,video,Se mueve Guate 🚌,0,0,0.0,0.0,False,0,
video:anFbrgqxdzY,video,Horas Antes del Big One | Dentro de Ciudad de Guatemala Exactamente Antes del Terremoto (1976),0,0,0.0,0.0,False,0,
video:aoz2j4TTl4E,video,Rutas Alternas a partir del lunes 03 de agosto por avances de #AeroMetroGT,0,0,0.0,0.0,False,0,
video:bBz8nX4pMxc,video,Conred e Insivumeh informan sobre sismos en Guatemala este 31 de julio,0,0,0.0,0.0,False,0,
video:bMoENbSBSNs,video,¿Por qué Guatemala es una República? El decreto del 21 de marzo de 1847 y Rafael Carrera,0,0,0.0,0.0,False,0,
video:bg1KCMaIrRM,video,"¡Atención, vecinos!",0,0,0.0,0.0,False,0,
video:bzosgvntOXU,video,Municipalidad de Guatemala 05/09/2025,0,0,0.0,0.0,False,0,
video:cl3Rpw9MstQ,video,Municipalidad de Guatemala sigue trabajando,0,0,0.0,0.0,False,0,
video:cpoiRUtF9uU,video,Congreso termina jornada sin acuerdos para aliviar precio de combustibles #ALAS7AM (02/09/2026),0,0,0.0,0.0,False,0,
video:csqia7f3OIE,video,SISTEMA CONRED Y METODOLOGÍA DE LOS 6 PASOS,0,0,0.0,0.0,False,0,
video:d-V_Aw1t6nI,video,Graduacion  de la 57 Promocion  de la Policia Nacional Civil  de Guatemala.,0,0,0.0,0.0,False,0,
video:dJcNu9YYwh4,video,"Lluvias, ceniza y calor extremo: así estará el clima en Guatemala, según Insivumeh",0,0,0.0,0.0,False,0,
video:dLctzx8qCgA,video,¿Cómo la CIA ALTERÓ el DESTINO de GUATEMALA para siempre?,0,0,0.0,0.0,False,0,
video:dWhSTyhegeQ,video,Personal de Provial explica de empresas que verificarán implementación de limitadores de velocidad,0,0,0.0,0.0,False,0,
video:dccwBXfxxiI,video,¡Espacios iluminados y seguros!,0,0,0.0,0.0,False,0,
video:dsyLiSCrwcU,video,"3 KIEBRES ES DOLOROSO QUE EN CHIQUIMULA AÚN HAY COMUNIDADES SIN ENERGÍA ELÉCTRICA, GUATEMALA.",0,0,0.0,0.0,False,0,
video:dvy9rQpqLWY,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,False,0,
video:dya9nbxqWXE,video,ANDY EL MUÑEQUITO TRABAJADOR 🥴🏍🥴🤣@Soychap1n @lucilaylossinar @lilyvlogs6899,0,0,0.0,0.0,False,0,
video:ebbgBtNrRz8,video,Las fuertes lluvias en Guatemala dejan al menos tres fallecidos en zonas rurales | Telemundo,0,0,0.0,0.0,False,0,
video:ewdf3q1tuCA,video,INTERPOL Guatemala captura a mujer por prostituir a señoritas,0,0,0.0,0.0,False,0,
video:fBljA_npiMs,video,Refuerzan acciones para prevenir y combatir la trata de personas,0,0,0.0,0.0,False,0,
video:fenMcON-DjY,video,Encendido del Fuego Patrio y Mensaje Vicepresidencial,0,0,0.0,0.0,False,0,
video:ffguGnMImL0,video,CIV inicia trabajos de bacheo y limpieza en las diferentes rutas del país,0,0,0.0,0.0,False,0,
video:g0aCNpZaAZ8,video,PMT de Guatemala es ejemplo para otros municipios,0,0,0.0,0.0,False,0,
video:gF42rhVhP8w,video,Tenemos un gran problema con la seguridad de las construcciones en Guatemala,0,0,0.0,0.0,False,0,
video:gbcggAMJczg,video,Dionel  Art s Vídeo danzando con la muerte,0,0,0.0,0.0,False,0,
video:go4jAhCJS0w,video,Así reaccionaría la guardia presidencial de la Saas en caso de una emergencia,0,0,0.0,0.0,False,0,
video:hGOvuWe8P3Q,video,🔴ENTREGAN A NOROÑA ALITO NEGOCIA CON MONREAL PREPARAN MEGÁFONOS PORROS DEL PRIAN,0,0,0.0,0.0,False,0,
video:hy0mwEHr6V0,video,MI3 será utilizado dentro de las evaluaciones a aspirantes a PNC,0,0,0.0,0.0,False,0,
video:iBX5DMQSf3s,video,Conmemoramos el 153 Aniversario de la Escuela Politécnica y Día del cadete.,0,0,0.0,0.0,False,0,
video:iCbGedZRRE8,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,False,0,
video:iEmScdnYQdg,video,La nueva ruta que evita El Trébol,0,0,0.0,0.0,False,0,
video:iWYddxEszoM,video,#EnVivoDCA | Conferencia de prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:iacCQ4VyWWc,video,"Los conservadores y los liberales, Historia de Guatemala",0,0,0.0,0.0,False,0,
video:ifJFNGT4azU,video,Podcast Guatemala Ahora Yo Se: Medidas De Seguridad Con el Lic. Ariel Yos y el Lic. Gabriel Quiñones,0,0,0.0,0.0,False,0,
video:j4akBH678fw,video,El paso a desnivel Calzada Roosevelt lleva más conexión y mejor movilidad para la población.,0,0,0.0,0.0,False,0,
video:jQGvhMPMuAI,video,#DiálogoCentral | El clima de la semana: adiós a la canícula ¿llegan las lluvias? 🌦️,0,0,0.0,0.0,False,0,
video:jSw-nFh94qQ,video,Gobernación promueve espacios de sana convivencia,0,0,0.0,0.0,False,0,
video:kaZgtwqwLrI,video,@rumzacapait @GobiernodeGuatemala,0,0,0.0,0.0,False,0,
video:kjwvEESqSHA,video,¿VALE la PENA VIAJAR de GUATEMALA a  XELA en BUS?  Descúbrelo,0,0,0.0,0.0,False,0,
video:l-mH80ygqFY,video,Avances en proyectos municipales por el desarrollo y bienestar en la ciudad.,0,0,0.0,0.0,False,0,
video:lAsODhYGcTE,video,Gobierno busca a toda costa sacar a Consuelo Porras,0,0,0.0,0.0,False,0,
video:lNuxq8OKCpc,video,Lluvias convierten calles en ríos en Villa Nueva y San Miguel Petapa,0,0,0.0,0.0,False,0,
video:lYyGqHAL5nM,video,Comuna lanzó nueva imagen de la PM y PMT,0,0,0.0,0.0,False,0,
video:lkdwGwrJKeM,video,🇬🇹 ¿Es seguro VIAJAR a Guatemala? Consejos prácticos para que todo te salga bien,0,0,0.0,0.0,False,0,
video:mCoOL2p0il4,video,Municipalidad de Guatemala   08/08/2025,0,0,0.0,0.0,False,0,
video:mPtR2HskBTE,video,Municipalidad de Guatemala   17/02/2025,0,0,0.0,0.0,False,0,
video:mQH6bhmp_LY,video,Quorum: ¿Cómo investigamos la crisis del agua?,0,0,0.0,0.0,False,0,
video:n31eyGuRKqo,video,El tráfico en Guatemala nos está enfermando - TanGente Salud Mental,0,0,0.0,0.0,False,0,
video:n4xHxJPNr78,video,🚫LOS FAMOSOS BUSES ESMERALDA los mas RÁPIDOS DE GUATEMALA 😱,0,0,0.0,0.0,False,0,
video:nKJhNH86HGE,video,Se realiza taller de UNICEF sobre el plan de acción de la política pública contra la violencia sexua,0,0,0.0,0.0,False,0,
video:nPbC8-Ebat4,video,Pareja de sicarios capturada tras ataque armado contra piloto de autobús,0,0,0.0,0.0,False,0,
video:ncOU7iZR5jY,video,Carlos Pineda y Andre Pozuelos | Seguridad II- Guatemala tiene solución | Ep. 3,0,0,0.0,0.0,False,0,
video:nhhXiHI4rrw,video,Policía Nacional Civil participa en desfile del día del Ejército. #ProtegerYServir,0,0,0.0,0.0,False,0,
video:nv6wMdQ997Q,video,PMT en todo,0,0,0.0,0.0,False,0,
video:pNInRBsPbHE,video,Encuentro por el agua,0,0,0.0,0.0,False,0,
video:qFsSnnRdJBg,video,Avanza construcción de la Estrategia Nacional de Datos Abiertos,0,0,0.0,0.0,False,0,
video:qrdEegnTnaY,video,XVII Promoción de Brigadas PROVIAL,0,0,0.0,0.0,False,0,
video:rNpBtQXUMbE,video,PMT es ejemplo en Guatemala,0,0,0.0,0.0,False,0,
video:rQEb4el3Lok,video,"Policía Nacional Civil en busca de mareros, imitadores y colaboradores de grupos delictivos",0,0,0.0,0.0,False,0,
video:rSQKmOX1Tfc,video,TU VIDA VALE  PROVIAL  TIEMPO AZUL & PAOLA PÉRLOP,0,0,0.0,0.0,False,0,
video:rjFut_yJcr8,video,Ministro de CIV conversó sobre los retos  actuales de la infraestructura vial en Guatemala,0,0,0.0,0.0,False,0,
video:sAPrXzrdstM,video,Funciones del Ministerio de Gobernación,0,0,0.0,0.0,False,0,
video:soZMwC0Cj18,video,Lluvias causan inundaciones y deslizamiento en Alta Verapaz,0,0,0.0,0.0,False,0,
video:tEfZlrP4L5I,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:tK__qZZ-H5w,video,Conferencia de Prensa del Gobierno de Guatemala. #LaRondaGT,0,0,0.0,0.0,False,0,
video:tXLhWHWGaao,video,Breve historia política de Guatemala,0,0,0.0,0.0,False,0,
video:tb6LaOWGAIo,video,"Guía Definitiva para viajar a Guatemala 2026 🇬🇹 Qué ver, itinerarios, precios y consejos",0,0,0.0,0.0,False,0,
video:tcAQGuuo_Uc,video,El Ministerio de Gobernación Guatemala  brinda conferencia de prensa.,0,0,0.0,0.0,False,0,
video:tg2QuZFdn4c,video,🔴 En Vivo |  Sesión Solemne de Consejo de Gobierno en Limón,0,0,0.0,0.0,False,0,
video:tmvTbeQNCTI,video,"Hoy SABRÁN Qué Grado ACADÉMICO Tenemos, Todos Son PROFESIONALES",0,0,0.0,0.0,False,0,
video:tqcZFVSXARQ,video,¿Listo para decir tengo #MiPrimeraCasa? 🏠✨,0,0,0.0,0.0,False,0,
video:vA6p51f14J4,video,Horarios especiales por celebraciones de fin de año,0,0,0.0,0.0,False,0,
video:vCtk_0NzB3s,video,Clima en Guatemala esta semana: calor de hasta 39 °C y lluvias con tormentas,0,0,0.0,0.0,False,0,
video:vDVXM8ODuzM,video,#EnVivoDCA | Conferencia de Prensa del Gobierno de Guatemala,0,0,0.0,0.0,False,0,
video:vNUiF-stTdo,video,resumen de noticias,0,0,0.0,0.0,False,0,
video:vp9MPfDG6AE,video,"Comunicado – COVIAL / Ministerio de Comunicaciones, Infraestructura y Vivienda",0,0,0.0,0.0,False,0,
video:vqcF9RFMOLQ,video,"Ciudad de Guatemala, el mejor lugar para vivir",0,0,0.0,0.0,False,0,
video:w57G_5jsqtU,video,Tráfico intenso por regreso a clases del sector público extiende horas pico en el área metropolitana,0,0,0.0,0.0,False,0,
video:wS6yC3yOAeA,video,Noticiero El Informativo. Nuestra semana de resultados.,0,0,0.0,0.0,False,0,
video:wVncmfsugww,video,"Spot Rendición de Cuentas, tercer cuatrimestre 2023 - 1",0,0,0.0,0.0,False,0,
video:wYZPaJdVuhE,video,#LaCharla ¿Quién dirigirá el sistema portuario y qué decisiones debe tomar primero?,0,0,0.0,0.0,False,0,
video:wm1f52Mvzag,video,Gloria Álvarez: ¿Podría ser la próxima presidenta de Guatemala?,0,0,0.0,0.0,False,0,
video:wpYwX-bGoz0,video,CIV prioriza proyectos con potencial para generar desarrollo en Guatemala,0,0,0.0,0.0,False,0,
video:x9TPnjUeuoo,video,VIDEO INSTITUCIONAL PROVIAL,0,0,0.0,0.0,False,0,
video:xEcC_aMDhAk,video,MINGOB y COPADEH avanzan en la protección de personas defensoras de DDHH,0,0,0.0,0.0,False,0,
video:xQgP0n8hVSI,video,"Primero te usan, y cuando ya no les sirves te desechan.",0,0,0.0,0.0,False,0,
video:x_CB0ZRLQTA,video,Ricardo Quiñónez paga con nuestros impuestos netcenter,0,0,0.0,0.0,False,0,
video:y8XMbMxMF8E,video,"Gracias a la inteligencia, coordinación y firmeza, se dió un duro golpe al crimen organizado",0,0,0.0,0.0,False,0,
video:yCmBtmOm6nw,video,“¿DÓNDE ESTÁN?”: GOBIERNO IMPULSA MECANISMO PARA BUSCAR A DESAPARECIDOS DEL CONFLICTO ARMADO,0,0,0.0,0.0,False,0,
video:zfJlUXRSaCU,video,Brief Political History of Guatemala,0,0,0.0,0.0,False,0,
video:zyA0BpEYcQU,video,Discusión entre conductor y jefe de la PMT,0,0,0.0,0.0,False,0,
